ET_ID,CVE_MUNICIPIO,total_sv_feb,total_sv_mar,total_sv_abr,total_sv_may,total_sv_ju,total_sv_jul,total_sv_ago,total_sv_sep,total_sv_oct,total_sv_nov,total_sv_dic,total_sv_total,total_sv19_total,total_sv_total,total1920,19mdp,20mdp,1920mdp
21187,21187,NA,NA,NA,460000,590000,950000,825000,825000,825000,825000,815000,6115000,,6115000,6115000,,6115,6115
21153,21153,NA,NA,NA,755000,775000,780000,765000,775000,775000,775000,755000,6155000,,6155000,6155000,,6155,6155
20365,20365,NA,NA,NA,NA,NA,1420000,860000,975000,975000,965000,965000,6160000,,6160000,6160000,,6160,6160
17029,17029,NA,NA,NA,225000,490000,1195000,855000,855000,855000,850000,850000,6175000,,6175000,6175000,,6175,6175
21057,21057,NA,NA,NA,725000,795000,800000,800000,800000,800000,800000,800000,6320000,,6320000,6320000,,6320,6320
6010,6010,NA,NA,NA,435000,750000,810000,785000,800000,800000,800000,1155000,6335000,,6335000,6335000,,6335,6335
21188,21188,NA,NA,NA,685000,830000,830000,825000,825000,825000,825000,825000,6470000,,6470000,6470000,,6470,6470
12079,12079,NA,NA,NA,NA,NA,1895000,965000,965000,965000,930000,905000,6625000,,6625000,6625000,,6625,6625
29046,29046,NA,NA,NA,NA,580000,1340000,950000,950000,950000,955000,940000,6665000,,6665000,6665000,,6665,6665
29025,29025,NA,NA,NA,400000,690000,1125000,890000,890000,890000,900000,890000,6675000,,6675000,6675000,,6675,6675
20046,20046,NA,NA,NA,NA,975000,975000,970000,960000,960000,960000,955000,6755000,,6755000,6755000,,6755,6755
12003,12003,NA,NA,NA,270000,845000,1045000,945000,945000,945000,940000,945000,6880000,,6880000,6880000,,6880,6880
7035,7035,615000,615000,610000,655000,670000,625000,625000,630000,630000,625000,645000,6945000,6290000,6945000,13235000,6290,6945,13235
13032,13032,NA,NA,NA,NA,975000,1000000,995000,995000,995000,995000,990000,6945000,,6945000,6945000,,6945,6945
21132,21132,NA,NA,NA,660000,885000,885000,885000,885000,885000,885000,1000000,6970000,,6970000,6970000,,6970,6970
31043,31043,615000,615000,610000,610000,750000,610000,615000,615000,615000,615000,750000,7020000,7625000,7020000,14645000,7625,7020,14645
20517,20517,NA,NA,NA,NA,1000000,1000000,1010000,1010000,1010000,1010000,1010000,7050000,,7050000,7050000,,7050,7050
10011,10011,NA,NA,NA,NA,NA,2000000,1015000,1020000,1020000,1020000,1015000,7090000,,7090000,7090000,,7090,7090
20469,20469,NA,NA,NA,795000,880000,940000,905000,905000,905000,900000,895000,7125000,,7125000,7125000,,7125,7125
21123,21123,635000,635000,620000,675000,620000,645000,645000,680000,680000,675000,645000,7155000,6030000,7155000,13185000,6030,7155,13185
31076,31076,NA,NA,NA,380000,850000,1090000,970000,970000,970000,965000,960000,7155000,,7155000,7155000,,7155,7155
20337,20337,NA,NA,NA,NA,995000,1005000,1000000,1045000,1045000,1040000,1040000,7170000,,7170000,7170000,,7170,7170
20031,20031,NA,NA,NA,NA,900000,1100000,1000000,1050000,1050000,1045000,1045000,7190000,,7190000,7190000,,7190,7190
20329,20329,NA,NA,NA,795000,905000,925000,915000,915000,915000,915000,910000,7195000,,7195000,7195000,,7195,7195
8022,8022,NA,NA,NA,250000,635000,1345000,990000,1000000,1000000,1000000,995000,7215000,,7215000,7215000,,7215,7215
30076,30076,NA,NA,NA,295000,1000000,1000000,1000000,985000,985000,985000,985000,7235000,,7235000,7235000,,7235,7235
20003,20003,NA,NA,NA,325000,970000,1035000,1000000,1000000,1000000,970000,970000,7270000,,7270000,7270000,,7270,7270
31078,31078,670000,670000,665000,665000,660000,660000,660000,660000,660000,655000,655000,7280000,7040000,7280000,14320000,7040,7280,14320
20454,20454,NA,NA,NA,410000,995000,980000,975000,995000,995000,975000,970000,7295000,,7295000,7295000,,7295,7295
12001,12001,NA,NA,NA,165000,720000,1300000,1015000,1020000,1020000,1020000,1040000,7300000,,7300000,7300000,,7300,7300
21075,21075,680000,680000,675000,680000,670000,660000,660000,655000,655000,650000,650000,7315000,7020000,7315000,14335000,7020,7315,14335
30157,30157,685000,685000,590000,635000,610000,715000,685000,685000,685000,685000,665000,7325000,7330000,7325000,14655000,7330,7325,14655
31058,31058,10000,NA,NA,635000,920000,990000,955000,955000,955000,955000,955000,7330000,125000,7330000,7455000,125,7330,7455
29040,29040,NA,NA,NA,445000,755000,1225000,985000,985000,985000,980000,970000,7330000,,7330000,7330000,,7330,7330
20394,20394,NA,NA,NA,405000,1000000,1000000,1000000,990000,990000,980000,980000,7345000,,7345000,7345000,,7345,7345
29008,29008,NA,NA,NA,270000,520000,1510000,1010000,1010000,1010000,1015000,1030000,7375000,,7375000,7375000,,7375,7375
20486,20486,NA,NA,NA,325000,970000,1075000,1025000,1010000,1010000,995000,975000,7385000,,7385000,7385000,,7385,7385
30196,30196,675000,675000,670000,690000,650000,690000,685000,680000,680000,680000,635000,7410000,6785000,7410000,14195000,6785,7410,14195
20130,20130,NA,NA,NA,690000,745000,1185000,965000,975000,975000,975000,940000,7450000,,7450000,7450000,,7450,7450
28026,28026,NA,NA,NA,520000,810000,1190000,1000000,1000000,1000000,995000,995000,7510000,,7510000,7510000,,7510,7510
21208,21208,NA,NA,NA,465000,995000,1045000,1015000,1015000,1015000,1005000,1005000,7560000,125000,7560000,7685000,125,7560,7685
10025,10025,NA,NA,NA,610000,610000,1370000,1000000,1000000,1000000,1000000,1000000,7590000,,7590000,7590000,,7590,7590
20437,20437,NA,NA,NA,NA,955000,1105000,1110000,1110000,1110000,1115000,1115000,7620000,,7620000,7620000,,7620,7620
30129,30129,NA,NA,NA,690000,955000,1055000,1005000,990000,990000,950000,985000,7620000,,7620000,7620000,,7620,7620
30062,30062,675000,670000,670000,685000,755000,675000,685000,685000,685000,685000,765000,7635000,7940000,7635000,15575000,7940,7635,15575
20511,20511,NA,NA,NA,NA,1100000,1080000,1100000,1090000,1090000,1090000,1090000,7640000,,7640000,7640000,,7640,7640
21180,21180,NA,NA,NA,775000,980000,985000,980000,995000,995000,995000,970000,7675000,,7675000,7675000,,7675,7675
21008,21008,NA,NA,NA,960000,970000,985000,965000,970000,970000,930000,935000,7685000,,7685000,7685000,,7685,7685
12045,12045,NA,NA,NA,755000,1000000,1000000,1000000,1000000,1000000,995000,995000,7745000,,7745000,7745000,,7745,7745
31014,31014,705000,705000,705000,705000,705000,705000,705000,710000,710000,705000,695000,7755000,7200000,7755000,14955000,7200,7755,14955
10010,10010,NA,NA,NA,630000,775000,1225000,1000000,1035000,1035000,1030000,1030000,7760000,,7760000,7760000,,7760,7760
31008,31008,710000,710000,705000,700000,715000,710000,710000,710000,710000,710000,710000,7800000,7330000,7800000,15130000,7330,7800,15130
21108,21108,NA,NA,NA,775000,1000000,1000000,1045000,1000000,1000000,995000,985000,7800000,,7800000,7800000,,7800,7800
20217,20217,NA,NA,NA,745000,1000000,1000000,1000000,1065000,1065000,1000000,1000000,7875000,,7875000,7875000,,7875,7875
30042,30042,690000,690000,690000,740000,740000,740000,740000,740000,740000,735000,725000,7970000,7330000,7970000,15300000,7330,7970,15300
10009,10009,NA,NA,NA,985000,995000,1005000,1000000,1005000,1005000,1005000,1005000,8005000,,8005000,8005000,,8005,8005
10015,10015,NA,NA,NA,990000,1025000,995000,995000,1000000,1000000,1000000,1030000,8035000,390000,8035000,8425000,390,8035,8425
10024,10024,NA,NA,NA,980000,1015000,1015000,1015000,1015000,1015000,1015000,1000000,8070000,,8070000,8070000,,8070,8070
21104,21104,NA,NA,NA,995000,1010000,1020000,1030000,1020000,1020000,1020000,1010000,8125000,,8125000,8125000,,8125,8125
20472,20472,NA,NA,NA,1025000,1025000,1035000,1025000,1025000,1025000,1025000,1015000,8200000,,8200000,8200000,,8200,8200
20161,20161,NA,NA,NA,1040000,1040000,1040000,1040000,1020000,1020000,1015000,1010000,8225000,,8225000,8225000,,8225,8225
21192,21192,765000,765000,755000,775000,760000,735000,735000,750000,750000,745000,760000,8295000,7845000,8295000,16140000,7845,8295,16140
21159,21159,NA,NA,NA,1050000,1050000,1045000,1035000,1050000,1050000,1050000,1040000,8370000,,8370000,8370000,,8370,8370
31030,31030,810000,765000,760000,760000,745000,755000,765000,755000,755000,755000,750000,8375000,8565000,8375000,16940000,8565,8375,16940
31007,31007,775000,775000,770000,770000,775000,770000,765000,765000,765000,750000,745000,8425000,8095000,8425000,16520000,8095,8425,16520
20520,20520,NA,NA,NA,915000,955000,1135000,1065000,1065000,1065000,1130000,1130000,8460000,,8460000,8460000,,8460,8460
30150,30150,NA,NA,NA,550000,1080000,1080000,1075000,1105000,1105000,1105000,1395000,8495000,,8495000,8495000,,8495,8495
30086,30086,710000,710000,715000,715000,1020000,705000,700000,730000,730000,730000,1045000,8510000,10625000,8510000,19135000,10625,8510,19135
20274,20274,NA,NA,NA,865000,1095000,1090000,1095000,1100000,1100000,1095000,1090000,8530000,,8530000,8530000,,8530,8530
8041,8041,NA,NA,NA,NA,1180000,NA,3830000,NA,NA,2370000,1165000,8545000,,8545000,8545000,,8545,8545
20418,20418,NA,NA,NA,575000,705000,1145000,1240000,1265000,1265000,1230000,1210000,8635000,,8635000,8635000,,8635,8635
12081,12081,NA,NA,NA,795000,1000000,1280000,1140000,1140000,1140000,1140000,1140000,8775000,,8775000,8775000,,8775,8775
20264,20264,NA,NA,NA,1095000,1115000,1105000,1105000,1130000,1130000,1085000,1070000,8835000,,8835000,8835000,,8835,8835
17022,17022,NA,NA,NA,560000,1105000,1250000,1185000,1185000,1185000,1185000,1200000,8855000,,8855000,8855000,,8855,8855
20176,20176,NA,NA,NA,895000,1140000,1150000,1145000,1140000,1140000,1135000,1135000,8880000,,8880000,8880000,,8880,8880
17030,17030,NA,NA,NA,485000,950000,1510000,1220000,1220000,1220000,1215000,1115000,8935000,,8935000,8935000,,8935,8935
20006,20006,NA,NA,NA,745000,1155000,1185000,1170000,1285000,1285000,1165000,1155000,9145000,,9145000,9145000,,9145,9145
12080,12080,NA,NA,NA,125000,1065000,1345000,1375000,1340000,1340000,1320000,1255000,9165000,,9165000,9165000,,9165,9165
30008,30008,835000,835000,835000,860000,800000,860000,850000,845000,845000,845000,800000,9210000,8335000,9210000,17545000,8335,9210,17545
20212,20212,NA,NA,NA,1080000,1175000,1175000,1170000,1170000,1170000,1175000,1175000,9290000,,9290000,9290000,,9290,9290
20242,20242,NA,NA,NA,10000,2000000,40000,3770000,35000,35000,2300000,1130000,9320000,,9320000,9320000,,9320,9320
21001,21001,NA,NA,NA,1010000,1180000,1210000,1195000,1190000,1190000,1190000,1185000,9350000,,9350000,9350000,,9350,9350
12061,12061,NA,NA,NA,680000,1000000,1490000,1245000,1245000,1245000,1230000,1230000,9365000,,9365000,9365000,,9365,9365
30060,30060,NA,NA,NA,1015000,1210000,1220000,1215000,1220000,1220000,1220000,1130000,9450000,,9450000,9450000,,9450,9450
13078,13078,NA,NA,NA,230000,575000,1950000,1345000,1350000,1350000,1345000,1340000,9485000,,9485000,9485000,,9485,9485
21202,21202,830000,830000,820000,920000,870000,875000,875000,880000,880000,875000,840000,9495000,9160000,9495000,18655000,9160,9495,18655
17032,17032,NA,NA,NA,435000,1120000,1470000,1300000,1305000,1305000,1275000,1310000,9520000,,9520000,9520000,,9520,9520
21158,21158,865000,865000,865000,880000,855000,840000,840000,885000,885000,885000,885000,9550000,8845000,9550000,18395000,8845,9550,18395
24057,24057,NA,NA,NA,280000,615000,2100000,1310000,1305000,1305000,1340000,1340000,9595000,,9595000,9595000,,9595,9595
30205,30205,NA,NA,NA,40000,1370000,1380000,1375000,1375000,1375000,1355000,1340000,9610000,,9610000,9610000,,9610,9610
20505,20505,NA,NA,NA,745000,915000,1610000,1270000,1285000,1285000,1255000,1265000,9630000,,9630000,9630000,,9630,9630
28008,28008,NA,NA,NA,590000,640000,1405000,1215000,1460000,1460000,1435000,1425000,9630000,,9630000,9630000,,9630,9630
12008,12008,NA,NA,NA,225000,1350000,1395000,1365000,1365000,1365000,1345000,1320000,9730000,,9730000,9730000,,9730,9730
21114,21114,NA,NA,NA,1195000,1295000,1185000,1185000,1195000,1195000,1195000,1295000,9740000,1205000,9740000,10945000,1205,9740,10945
10038,10038,NA,NA,NA,1200000,1290000,1275000,1275000,1275000,1275000,1275000,1375000,10240000,150000,10240000,10390000,150,10240,10390
31040,31040,805000,790000,770000,800000,1035000,1035000,1030000,1005000,1005000,970000,1000000,10245000,8960000,10245000,19205000,8960,10245,19205
30013,30013,NA,NA,NA,1210000,1275000,1275000,1275000,1280000,1280000,1280000,1385000,10260000,,10260000,10260000,,10260,10260
12077,12077,NA,NA,NA,780000,1360000,1390000,1375000,1375000,1375000,1350000,1410000,10415000,,10415000,10415000,,10415,10415
21088,21088,940000,945000,935000,970000,940000,960000,960000,965000,965000,965000,915000,10460000,9675000,10460000,20135000,9675,10460,20135
30192,30192,960000,960000,935000,965000,935000,960000,960000,960000,960000,955000,935000,10485000,9465000,10485000,19950000,9465,10485,19950
30103,30103,930000,930000,900000,990000,960000,980000,975000,975000,975000,975000,955000,10545000,10085000,10545000,20630000,10085,10545,20630
21107,21107,970000,970000,970000,970000,970000,945000,945000,945000,945000,945000,970000,10545000,9935000,10545000,20480000,9935,10545,20480
21054,21054,965000,965000,970000,975000,915000,955000,955000,975000,975000,975000,925000,10550000,9095000,10550000,19645000,9095,10550,19645
31091,31091,970000,945000,950000,965000,985000,970000,965000,965000,965000,960000,960000,10600000,9735000,10600000,20335000,9735,10600,20335
20348,20348,NA,NA,NA,1150000,1365000,1365000,1370000,1355000,1355000,1335000,1335000,10630000,,10630000,10630000,,10630,10630
20016,20016,NA,NA,NA,NA,2265000,NA,4250000,NA,NA,2750000,1375000,10640000,,10640000,10640000,,10640,10640
20124,20124,NA,NA,NA,585000,850000,2055000,1470000,1480000,1480000,1430000,1330000,10680000,,10680000,10680000,,10680,10680
30114,30114,875000,875000,830000,1030000,1035000,1035000,1035000,1020000,1020000,960000,985000,10700000,10065000,10700000,20765000,10065,10700,20765
30200,30200,985000,965000,965000,990000,1005000,980000,975000,970000,970000,970000,975000,10750000,10010000,10750000,20760000,10010,10750,20760
30159,30159,970000,965000,955000,990000,990000,985000,980000,980000,980000,980000,990000,10765000,9925000,10765000,20690000,9925,10765,20690
31097,31097,995000,995000,995000,995000,970000,975000,975000,975000,975000,965000,965000,10780000,10320000,10780000,21100000,10320,10780,21100
12029,12029,NA,NA,NA,405000,1005000,1545000,2210000,1135000,1135000,1860000,1490000,10785000,,10785000,10785000,,10785,10785
30198,30198,NA,NA,NA,490000,1460000,1465000,1460000,1465000,1465000,1465000,1520000,10790000,,10790000,10790000,,10790,10790
8040,8040,NA,NA,NA,NA,380000,540000,1975000,1995000,1995000,1965000,1965000,10815000,,10815000,10815000,,10815,10815
30110,30110,970000,960000,955000,1005000,975000,1005000,995000,995000,995000,985000,980000,10820000,10385000,10820000,21205000,10385,10820,21205
7053,7053,985000,985000,990000,995000,1010000,995000,975000,975000,975000,975000,970000,10830000,9880000,10830000,20710000,9880,10830,20710
17017,17017,NA,NA,NA,170000,1025000,1910000,1555000,1550000,1550000,1550000,1525000,10835000,,10835000,10835000,,10835,10835
30018,30018,995000,995000,965000,995000,955000,990000,990000,995000,995000,995000,990000,10860000,9710000,10860000,20570000,9710,10860,20570
30020,30020,975000,975000,960000,995000,1010000,990000,990000,990000,990000,990000,1010000,10875000,10445000,10875000,21320000,10445,10875,21320
30109,30109,950000,950000,920000,1035000,985000,1035000,1020000,1015000,1015000,1015000,950000,10890000,8805000,10890000,19695000,8805,10890,19695
30181,30181,990000,990000,980000,1005000,965000,1015000,1005000,1000000,1000000,1000000,945000,10895000,9510000,10895000,20405000,9510,10895,20405
30184,30184,970000,970000,960000,1000000,1010000,1000000,1000000,1000000,1000000,1000000,1000000,10910000,10170000,10910000,21080000,10170,10910,21080
7010,7010,990000,985000,985000,1000000,1030000,995000,985000,985000,985000,985000,985000,10910000,10000000,10910000,20910000,10000,10910,20910
20427,20427,NA,NA,NA,835000,1165000,1465000,1455000,1515000,1515000,1485000,1475000,10910000,,10910000,10910000,,10910,10910
31060,31060,985000,985000,985000,995000,985000,990000,1000000,1000000,1000000,995000,995000,10915000,10015000,10915000,20930000,10015,10915,20930
21006,21006,1000000,1000000,945000,1010000,1010000,995000,995000,995000,995000,995000,980000,10920000,10020000,10920000,20940000,10020,10920,20940
30019,30019,980000,980000,970000,1010000,990000,1000000,1000000,1000000,1000000,1000000,990000,10920000,10000000,10920000,20920000,10000,10920,20920
30126,30126,995000,990000,985000,1010000,980000,1010000,995000,995000,995000,995000,970000,10920000,9755000,10920000,20675000,9755,10920,20675
21186,21186,970000,970000,945000,1010000,1025000,1000000,995000,1005000,1005000,1005000,1025000,10955000,10650000,10955000,21605000,10650,10955,21605
21199,21199,980000,980000,985000,1000000,1045000,980000,980000,1000000,1000000,995000,1040000,10985000,10560000,10985000,21545000,10560,10985,21545
30039,30039,970000,970000,965000,1000000,1110000,1000000,1000000,1000000,1000000,1000000,1070000,11085000,10400000,11085000,21485000,10400,11085,21485
21044,21044,970000,970000,970000,1045000,1050000,1030000,1030000,1015000,1015000,1015000,1010000,11120000,10415000,11120000,21535000,10415,11120,21535
24037,24037,NA,NA,NA,250000,920000,2245000,1535000,1555000,1555000,1535000,1535000,11130000,,11130000,11130000,,11130,11130
7012,7012,1010000,1010000,1010000,1010000,1020000,1025000,1025000,1025000,1025000,1015000,1020000,11195000,10190000,11195000,21385000,10190,11195,21385
30099,30099,1080000,1075000,1070000,1085000,780000,1080000,1080000,1080000,1080000,1080000,780000,11270000,8400000,11270000,19670000,8400,11270,19670
21086,21086,NA,NA,NA,1090000,1470000,1480000,1475000,1475000,1475000,1470000,1475000,11410000,,11410000,11410000,,11410,11410
31093,31093,1075000,1055000,1035000,1045000,1060000,1035000,1040000,1040000,1040000,1005000,1010000,11440000,11045000,11440000,22485000,11045,11440,22485
30137,30137,1035000,1035000,1050000,1080000,1065000,1070000,1050000,1055000,1055000,1055000,1010000,11560000,10420000,11560000,21980000,10420,11560,21980
30059,30059,1045000,1045000,1045000,1045000,1100000,1045000,1045000,1045000,1045000,1045000,1090000,11595000,11385000,11595000,22980000,11385,11595,22980
30044,30044,1025000,1025000,1025000,1045000,1155000,1045000,1045000,1045000,1045000,1045000,1200000,11700000,12420000,11700000,24120000,12420,11700,24120
13084,13084,NA,NA,NA,715000,820000,2265000,1595000,1590000,1590000,1590000,1590000,11755000,,11755000,11755000,,11755,11755
17003,17003,NA,NA,NA,875000,1530000,1630000,1570000,1570000,1570000,1565000,1510000,11820000,,11820000,11820000,,11820,11820
12013,12013,NA,NA,NA,470000,1375000,1610000,2165000,1435000,1435000,1865000,1625000,11980000,50000,11980000,12030000,50,11980,12030
29012,29012,NA,NA,NA,670000,1515000,1740000,1625000,1620000,1620000,1605000,1600000,11995000,,11995000,11995000,,11995,11995
20470,20470,NA,NA,NA,655000,1370000,1685000,1675000,1675000,1675000,1655000,1630000,12020000,,12020000,12020000,,12020,12020
10002,10002,975000,970000,970000,1120000,1140000,1165000,1165000,1165000,1165000,1155000,1140000,12130000,9010000,12130000,21140000,9010,12130,21140
30069,30069,1075000,1075000,1075000,1140000,1150000,1130000,1125000,1125000,1125000,1085000,1085000,12190000,11015000,12190000,23205000,11015,12190,23205
12009,12009,NA,NA,NA,1040000,1490000,1705000,1600000,1600000,1600000,1580000,1575000,12190000,,12190000,12190000,,12190,12190
30063,30063,NA,NA,NA,1075000,1620000,1630000,1605000,1580000,1580000,1575000,1530000,12195000,,12195000,12195000,,12195,12195
12018,12018,NA,NA,NA,785000,1185000,2100000,1645000,1640000,1640000,1630000,1620000,12245000,,12245000,12245000,,12245,12245
30064,30064,1085000,1085000,1075000,1150000,1135000,1150000,1150000,1150000,1150000,1140000,1095000,12365000,11170000,12365000,23535000,11170,12365,23535
31033,31033,NA,NA,NA,920000,1660000,1660000,1660000,1660000,1660000,1635000,1650000,12505000,,12505000,12505000,,12505,12505
18007,18007,NA,NA,NA,290000,1270000,2010000,2260000,1480000,1480000,1990000,1730000,12510000,,12510000,12510000,,12510,12510
30171,30171,1130000,1125000,1125000,1145000,1150000,1155000,1135000,1150000,1150000,1145000,1110000,12520000,11310000,12520000,23830000,11310,12520,23830
30153,30153,NA,NA,NA,1505000,1610000,1610000,1610000,1605000,1605000,1555000,1560000,12660000,,12660000,12660000,,12660,12660
20352,20352,NA,NA,NA,1230000,1545000,1685000,1625000,1705000,1705000,1600000,1600000,12695000,,12695000,12695000,,12695,12695
20156,20156,NA,NA,NA,1585000,1595000,1595000,1595000,1610000,1610000,1595000,1600000,12785000,,12785000,12785000,,12785,12785
30158,30158,1145000,1145000,1160000,1200000,1145000,1180000,1180000,1190000,1190000,1190000,1070000,12795000,10575000,12795000,23370000,10575,12795,23370
30037,30037,1170000,1170000,1160000,1200000,1155000,1185000,1180000,1170000,1170000,1155000,1105000,12820000,11110000,12820000,23930000,11110,12820,23930
30115,30115,1135000,1120000,1145000,1165000,1280000,1185000,1165000,1165000,1165000,1165000,1235000,12925000,13290000,12925000,26215000,13290,12925,26215
20275,20275,NA,NA,NA,NA,1320000,1575000,2825000,1475000,1475000,2355000,1920000,12945000,,12945000,12945000,,12945,12945
12019,12019,NA,NA,NA,595000,1590000,1970000,1775000,1760000,1760000,1765000,1755000,12970000,,12970000,12970000,,12970,12970
30078,30078,NA,NA,NA,1215000,1630000,1650000,1640000,1620000,1620000,1620000,2010000,13005000,,13005000,13005000,,13005,13005
4007,4007,NA,NA,NA,NA,240000,3140000,1915000,1965000,1965000,1960000,1950000,13135000,,13135000,13135000,,13135,13135
21019,21019,NA,NA,NA,1480000,1665000,1665000,1665000,1665000,1665000,1665000,1670000,13140000,,13140000,13140000,,13140,13140
6008,6008,NA,NA,NA,1175000,1645000,1795000,1715000,1715000,1715000,1710000,1685000,13155000,,13155000,13155000,,13155,13155
20066,20066,NA,NA,NA,1140000,1225000,2120000,1720000,1760000,1760000,1735000,1700000,13160000,,13160000,13160000,,13160,13160
29014,29014,NA,NA,NA,650000,1445000,2185000,1815000,1810000,1810000,1805000,1795000,13315000,,13315000,13315000,,13315,13315
20307,20307,NA,NA,NA,1255000,1590000,1870000,1730000,1740000,1740000,1715000,1695000,13335000,,13335000,13335000,,13335,13335
6001,6001,NA,NA,NA,1305000,1665000,1850000,1730000,1740000,1740000,1735000,1590000,13355000,,13355000,13355000,,13355,13355
12051,12051,NA,NA,NA,345000,1025000,2715000,1870000,1865000,1865000,1850000,1850000,13385000,,13385000,13385000,,13385,13385
20549,20549,NA,NA,NA,1310000,1380000,1985000,1700000,1700000,1700000,1830000,1830000,13435000,,13435000,13435000,,13435,13435
12042,12042,NA,NA,NA,1280000,1705000,1800000,1755000,1750000,1750000,1725000,1725000,13490000,,13490000,13490000,,13490,13490
30203,30203,1130000,1130000,1130000,1270000,1280000,1265000,1265000,1270000,1270000,1270000,1250000,13530000,11785000,13530000,25315000,11785,13530,25315
12034,12034,NA,NA,NA,665000,1480000,2220000,1850000,1850000,1850000,1850000,1845000,13610000,,13610000,13610000,,13610,13610
30067,30067,1180000,1180000,1180000,1270000,1290000,1270000,1250000,1255000,1255000,1255000,1240000,13625000,11725000,13625000,25350000,11725,13625,25350
18001,18001,NA,NA,NA,850000,1820000,1940000,1860000,1875000,1875000,1870000,1865000,13955000,,13955000,13955000,,13955,13955
28034,28034,NA,NA,NA,100000,1195000,1550000,1810000,2375000,2375000,2355000,2355000,14115000,,14115000,14115000,,14115,14115
24018,24018,NA,NA,NA,770000,1055000,2080000,2020000,2065000,2065000,2045000,2040000,14140000,,14140000,14140000,,14140,14140
21213,21213,NA,NA,NA,1760000,1775000,1820000,1790000,1790000,1790000,1785000,1725000,14235000,50000,14235000,14285000,50,14235,14285
21022,21022,NA,NA,NA,1625000,1810000,1810000,1805000,1805000,1805000,1800000,1810000,14270000,,14270000,14270000,,14270,14270
13080,13080,NA,NA,NA,690000,810000,2915000,2000000,1990000,1990000,1985000,1975000,14355000,,14355000,14355000,,14355,14355
17004,17004,NA,NA,NA,265000,1020000,2855000,2085000,2090000,2090000,2075000,2010000,14490000,,14490000,14490000,,14490,14490
30048,30048,1310000,1285000,1290000,1325000,1435000,1305000,1300000,1300000,1300000,1300000,1385000,14535000,14295000,14535000,28830000,14295,14535,28830
12044,12044,NA,NA,NA,625000,1480000,2515000,1995000,1995000,1995000,1975000,1960000,14540000,,14540000,14540000,,14540,14540
10032,10032,NA,NA,NA,1730000,1855000,1825000,1815000,1830000,1830000,1810000,1855000,14550000,285000,14550000,14835000,285,14550,14835
4008,4008,NA,NA,NA,715000,1945000,2060000,1980000,1970000,1970000,1965000,1960000,14565000,,14565000,14565000,,14565,14565
21070,21070,NA,NA,NA,1775000,1795000,1860000,1830000,1835000,1835000,1835000,1810000,14575000,,14575000,14575000,,14575,14575
13026,13026,NA,NA,NA,600000,1170000,2830000,2000000,2000000,2000000,2000000,2000000,14600000,,14600000,14600000,,14600,14600
30127,30127,1320000,1310000,1310000,1330000,1365000,1325000,1325000,1325000,1325000,1325000,1360000,14620000,13775000,14620000,28395000,13775,14620,28395
12074,12074,NA,NA,NA,820000,1735000,2275000,1995000,1970000,1970000,1960000,1940000,14665000,,14665000,14665000,,14665,14665
18011,18011,NA,NA,NA,930000,1930000,2045000,1995000,1995000,1995000,1980000,1960000,14830000,,14830000,14830000,,14830,14830
21194,21194,180000,180000,360000,1665000,2165000,1670000,1670000,1680000,1680000,1655000,1960000,14865000,3305000,14865000,18170000,3305,14865,18170
24019,24019,NA,NA,NA,895000,1365000,2545000,2015000,2025000,2025000,2015000,1995000,14880000,,14880000,14880000,,14880,14880
7091,7091,1350000,1345000,1345000,1345000,1295000,1410000,1390000,1380000,1380000,1380000,1285000,14905000,12735000,14905000,27640000,12735,14905,27640
24034,24034,NA,NA,NA,975000,1830000,2165000,1995000,1995000,1995000,1980000,1980000,14915000,,14915000,14915000,,14915,14915
28002,28002,NA,NA,NA,100000,1580000,2080000,2200000,2240000,2240000,2240000,2245000,14925000,,14925000,14925000,,14925,14925
31048,31048,NA,NA,NA,1680000,1875000,1945000,1910000,1910000,1910000,1885000,1855000,14970000,,14970000,14970000,,14970,14970
10017,10017,NA,NA,NA,1260000,1715000,2045000,1960000,2010000,2010000,2010000,2000000,15010000,,15010000,15010000,,15010,15010
24012,24012,NA,NA,NA,940000,1445000,2605000,2020000,2010000,2010000,1995000,2005000,15030000,,15030000,15030000,,15030,15030
16013,16013,NA,NA,NA,1190000,1910000,2050000,1980000,1980000,1980000,1950000,1995000,15035000,,15035000,15035000,,15035,15035
21167,21167,1370000,1370000,1355000,1380000,1380000,1365000,1365000,1365000,1365000,1365000,1365000,15045000,13740000,15045000,28785000,13740,15045,28785
30212,30212,1350000,1350000,1360000,1375000,1405000,1375000,1375000,1370000,1370000,1365000,1355000,15050000,14065000,15050000,29115000,14065,15050,29115
20513,20513,NA,NA,NA,690000,1290000,2320000,2135000,2200000,2200000,2150000,2090000,15075000,,15075000,15075000,,15075,15075
23009,23009,NA,NA,NA,1180000,1985000,2015000,1995000,1990000,1990000,1985000,1985000,15125000,,15125000,15125000,,15125,15125
30194,30194,1330000,1330000,1355000,1355000,1565000,1355000,1340000,1340000,1340000,1340000,1490000,15140000,15565000,15140000,30705000,15565,15140,30705
6005,6005,NA,NA,NA,1480000,1925000,2030000,1960000,1975000,1975000,1965000,1865000,15175000,,15175000,15175000,,15175,15175
30029,30029,1395000,1395000,1390000,1410000,1400000,1405000,1400000,1405000,1405000,1385000,1380000,15370000,14305000,15370000,29675000,14305,15370,29675
30045,30045,1385000,1385000,1375000,1405000,1540000,1400000,1400000,1395000,1395000,1395000,1460000,15535000,14185000,15535000,29720000,14185,15535,29720
