ET_ID,CVE_MUNICIPIO,total_sv_feb,total_sv_mar,total_sv_abr,total_sv_may,total_sv_ju,total_sv_jul,total_sv_ago,total_sv_sep,total_sv_oct,total_sv_nov,total_sv_dic,total_sv_total,total_sv19_total,total_sv_total,total1920,19mdp,20mdp,1920mdp
31068,31068,NA,NA,NA,190000,190000,190000,190000,185000,185000,185000,185000,1500000,,1500000,1500000,,1500,1500
20258,20258,NA,NA,NA,185000,190000,190000,190000,190000,190000,190000,190000,1515000,,1515000,1515000,,1515,1515
30176,30176,140000,140000,140000,140000,140000,140000,140000,135000,135000,135000,135000,1520000,1375000,1520000,2895000,1375,1520,2895
13042,13042,NA,NA,NA,NA,80000,270000,235000,235000,235000,235000,235000,1525000,,1525000,1525000,,1525,1525
21002,21002,145000,145000,145000,150000,120000,140000,140000,145000,145000,145000,120000,1540000,1340000,1540000,2880000,1340,1540,2880
20100,20100,NA,NA,NA,195000,195000,195000,195000,195000,195000,195000,195000,1560000,,1560000,1560000,,1560,1560
30208,30208,145000,145000,140000,145000,150000,140000,140000,140000,140000,140000,145000,1570000,1560000,1570000,3130000,1560,1570,3130
20521,20521,NA,NA,NA,NA,NA,450000,225000,225000,225000,225000,225000,1575000,,1575000,1575000,,1575,1575
12054,12054,NA,NA,NA,90000,115000,315000,215000,215000,215000,210000,205000,1580000,,1580000,1580000,,1580,1580
21175,21175,NA,NA,NA,175000,205000,205000,205000,205000,205000,205000,205000,1610000,,1610000,1610000,,1610,1610
31074,31074,NA,NA,NA,205000,210000,205000,205000,205000,205000,205000,210000,1650000,,1650000,1650000,,1650,1650
31024,31024,NA,NA,NA,NA,NA,470000,235000,235000,235000,235000,250000,1660000,,1660000,1660000,,1660,1660
20405,20405,NA,NA,NA,130000,230000,230000,230000,225000,225000,210000,200000,1680000,,1680000,1680000,,1680,1680
20420,20420,NA,NA,NA,65000,230000,230000,230000,235000,235000,230000,225000,1680000,,1680000,1680000,,1680,1680
8051,8051,NA,NA,NA,NA,210000,NA,785000,NA,NA,465000,230000,1690000,,1690000,1690000,,1690,1690
21049,21049,NA,NA,NA,65000,80000,375000,235000,235000,235000,235000,240000,1700000,,1700000,1700000,,1700,1700
17002,17002,NA,NA,NA,105000,230000,245000,235000,235000,235000,235000,235000,1755000,,1755000,1755000,,1755,1755
21101,21101,160000,160000,160000,160000,165000,160000,160000,160000,160000,160000,165000,1770000,1655000,1770000,3425000,1655,1770,3425
20223,20223,NA,NA,NA,225000,225000,225000,225000,225000,225000,225000,225000,1800000,,1800000,1800000,,1800,1800
20288,20288,NA,NA,NA,215000,220000,230000,230000,230000,230000,230000,230000,1815000,,1815000,1815000,,1815,1815
21023,21023,200000,200000,200000,205000,5000,205000,205000,205000,205000,205000,NA,1835000,,1835000,1835000,,1835,1835
31003,31003,NA,NA,NA,195000,235000,235000,235000,235000,235000,235000,235000,1840000,,1840000,1840000,,1840,1840
20093,20093,NA,NA,NA,205000,235000,235000,235000,235000,235000,235000,235000,1850000,,1850000,1850000,,1850,1850
20304,20304,NA,NA,NA,NA,260000,270000,265000,265000,265000,265000,265000,1855000,,1855000,1855000,,1855,1855
20456,20456,NA,NA,NA,150000,225000,225000,235000,235000,235000,280000,270000,1855000,,1855000,1855000,,1855,1855
30053,30053,145000,145000,160000,165000,245000,160000,155000,155000,155000,155000,225000,1865000,2110000,1865000,3975000,2110,1865,3975
20237,20237,NA,NA,NA,215000,225000,225000,225000,225000,225000,265000,265000,1870000,,1870000,1870000,,1870,1870
31072,31072,NA,NA,NA,235000,235000,235000,235000,235000,235000,230000,230000,1870000,,1870000,1870000,,1870,1870
31099,31099,180000,180000,180000,180000,115000,180000,185000,185000,185000,185000,120000,1875000,1320000,1875000,3195000,1320,1875,3195
20094,20094,NA,NA,NA,NA,265000,275000,270000,270000,270000,270000,270000,1890000,,1890000,1890000,,1890,1890
21163,21163,NA,NA,NA,NA,260000,280000,270000,270000,270000,270000,280000,1900000,,1900000,1900000,,1900,1900
21015,21015,NA,NA,NA,235000,250000,250000,250000,245000,245000,245000,225000,1945000,,1945000,1945000,,1945,1945
20308,20308,NA,NA,NA,240000,240000,260000,250000,250000,250000,235000,235000,1960000,,1960000,1960000,,1960,1960
31086,31086,NA,NA,NA,250000,250000,250000,250000,250000,250000,250000,240000,1990000,,1990000,1990000,,1990,1990
31062,31062,NA,NA,NA,250000,250000,250000,250000,250000,250000,250000,245000,1995000,,1995000,1995000,,1995,1995
20181,20181,NA,NA,NA,160000,260000,270000,265000,265000,265000,260000,255000,2000000,,2000000,2000000,,2000,2000
20514,20514,NA,NA,NA,250000,250000,250000,250000,250000,250000,250000,250000,2000000,,2000000,2000000,,2000,2000
20144,20144,NA,NA,NA,NA,290000,295000,290000,285000,285000,285000,275000,2005000,,2005000,2005000,,2005,2005
21100,21100,NA,NA,NA,235000,255000,250000,260000,260000,260000,260000,250000,2030000,,2030000,2030000,,2030,2030
20246,20246,NA,NA,NA,255000,255000,255000,255000,255000,255000,255000,255000,2040000,,2040000,2040000,,2040,2040
20463,20463,NA,NA,NA,NA,295000,295000,295000,290000,290000,290000,290000,2045000,,2045000,2045000,,2045,2045
31047,31047,NA,NA,NA,220000,270000,270000,270000,270000,270000,255000,255000,2080000,,2080000,2080000,,2080,2080
20464,20464,NA,NA,NA,235000,265000,265000,265000,265000,265000,265000,260000,2085000,,2085000,2085000,,2085,2085
20499,20499,NA,NA,NA,NA,290000,310000,300000,300000,300000,300000,300000,2100000,,2100000,2100000,,2100,2100
13071,13071,NA,NA,NA,15000,125000,265000,235000,370000,370000,370000,370000,2120000,,2120000,2120000,,2120,2120
31071,31071,200000,195000,195000,195000,195000,195000,195000,195000,195000,195000,190000,2145000,2120000,2145000,4265000,2120,2145,4265
21211,21211,205000,205000,205000,205000,180000,195000,195000,195000,195000,190000,180000,2150000,1850000,2150000,4000000,1850,2150,4000
31037,31037,NA,NA,NA,265000,275000,275000,275000,275000,275000,265000,265000,2170000,,2170000,2170000,,2170,2170
20151,20151,NA,NA,NA,NA,310000,320000,310000,315000,315000,305000,310000,2185000,,2185000,2185000,,2185,2185
31034,31034,NA,NA,NA,285000,285000,285000,285000,275000,275000,245000,260000,2195000,,2195000,2195000,,2195,2195
30186,30186,205000,205000,205000,210000,165000,210000,210000,210000,210000,210000,165000,2205000,1615000,2205000,3820000,1615,2205,3820
20408,20408,NA,NA,NA,255000,280000,280000,280000,280000,280000,280000,280000,2215000,,2215000,2215000,,2215,2215
20419,20419,NA,NA,NA,NA,NA,355000,360000,400000,400000,350000,350000,2215000,,2215000,2215000,,2215,2215
20216,20216,NA,NA,NA,280000,280000,280000,280000,280000,280000,280000,280000,2240000,,2240000,2240000,,2240,2240
31067,31067,NA,NA,NA,NA,285000,365000,325000,325000,325000,310000,305000,2240000,,2240000,2240000,,2240,2240
30102,30102,205000,205000,185000,195000,245000,195000,195000,195000,195000,190000,245000,2250000,3145000,2250000,5395000,3145,2250,5395
7055,7055,205000,205000,205000,205000,205000,205000,205000,205000,205000,205000,205000,2255000,2055000,2255000,4310000,2055,2255,4310
31073,31073,NA,NA,NA,280000,285000,285000,285000,285000,285000,285000,285000,2275000,,2275000,2275000,,2275,2275
20252,20252,NA,NA,NA,NA,NA,650000,330000,330000,330000,330000,325000,2295000,,2295000,2295000,,2295,2295
8047,8047,NA,NA,NA,NA,460000,NA,925000,NA,NA,620000,310000,2315000,,2315000,2315000,,2315,2315
31075,31075,NA,NA,NA,275000,295000,300000,295000,295000,295000,285000,280000,2320000,,2320000,2320000,,2320,2320
29035,29035,NA,NA,NA,180000,240000,380000,310000,310000,310000,305000,305000,2340000,,2340000,2340000,,2340,2340
17021,17021,NA,NA,NA,145000,260000,365000,315000,315000,315000,315000,315000,2345000,,2345000,2345000,,2345,2345
20395,20395,NA,NA,NA,NA,335000,335000,335000,335000,335000,335000,335000,2345000,,2345000,2345000,,2345,2345
31031,31031,NA,NA,NA,295000,295000,295000,295000,295000,295000,290000,290000,2350000,,2350000,2350000,,2350,2350
20453,20453,NA,NA,NA,5000,280000,390000,335000,340000,340000,340000,330000,2360000,,2360000,2360000,,2360,2360
20147,20147,NA,NA,NA,215000,320000,315000,320000,320000,320000,315000,315000,2440000,,2440000,2440000,,2440,2440
20121,20121,NA,NA,NA,100000,120000,555000,335000,335000,335000,335000,335000,2450000,,2450000,2450000,,2450,2450
20451,20451,NA,NA,NA,NA,350000,350000,350000,350000,350000,350000,350000,2450000,,2450000,2450000,,2450,2450
20250,20250,NA,NA,NA,NA,370000,370000,370000,360000,360000,360000,355000,2545000,,2545000,2545000,,2545,2545
12022,12022,NA,NA,NA,200000,295000,385000,340000,340000,340000,340000,330000,2570000,,2570000,2570000,,2570,2570
30119,30119,245000,245000,245000,245000,200000,240000,240000,240000,240000,240000,195000,2575000,2070000,2575000,4645000,2070,2575,4645
20552,20552,NA,NA,NA,285000,330000,330000,330000,330000,330000,325000,325000,2585000,,2585000,2585000,,2585,2585
20262,20262,NA,NA,NA,NA,NA,465000,235000,485000,485000,465000,465000,2600000,,2600000,2600000,,2600,2600
20562,20562,NA,NA,NA,295000,335000,335000,330000,330000,330000,330000,325000,2610000,,2610000,2610000,,2610,2610
20404,20404,NA,NA,NA,260000,275000,405000,335000,335000,335000,340000,335000,2620000,,2620000,2620000,,2620,2620
29047,29047,NA,NA,NA,NA,240000,515000,370000,370000,370000,370000,385000,2620000,,2620000,2620000,,2620,2620
20128,20128,NA,NA,NA,310000,330000,330000,330000,335000,335000,330000,325000,2625000,,2625000,2625000,,2625,2625
17018,17018,NA,NA,NA,175000,225000,475000,360000,365000,365000,365000,330000,2660000,,2660000,2660000,,2660,2660
20257,20257,NA,NA,NA,330000,330000,335000,335000,335000,335000,335000,335000,2670000,,2670000,2670000,,2670,2670
20173,20173,NA,NA,NA,NA,NA,440000,455000,480000,480000,440000,435000,2730000,,2730000,2730000,,2730,2730
8049,8049,NA,NA,NA,NA,NA,NA,1310000,NA,NA,960000,470000,2740000,,2740000,2740000,,2740,2740
31045,31045,NA,NA,NA,345000,345000,345000,345000,345000,345000,335000,335000,2740000,,2740000,2740000,,2740,2740
21074,21074,NA,NA,NA,NA,380000,410000,380000,395000,395000,395000,395000,2750000,,2750000,2750000,,2750,2750
21204,21204,245000,245000,245000,260000,245000,260000,255000,255000,255000,250000,245000,2760000,2475000,2760000,5235000,2475,2760,5235
30041,30041,255000,255000,255000,260000,235000,250000,260000,260000,260000,260000,245000,2795000,2435000,2795000,5230000,2435,2795,5230
20239,20239,NA,NA,NA,295000,360000,370000,365000,360000,360000,355000,355000,2820000,,2820000,2820000,,2820,2820
20383,20383,NA,NA,NA,355000,355000,355000,355000,355000,355000,355000,355000,2840000,,2840000,2840000,,2840,2840
29018,29018,NA,NA,NA,330000,335000,395000,355000,355000,355000,365000,365000,2855000,,2855000,2855000,,2855,2855
17016,17016,NA,NA,NA,165000,305000,470000,390000,390000,390000,380000,370000,2860000,,2860000,2860000,,2860,2860
20299,20299,NA,NA,NA,355000,360000,360000,360000,360000,360000,355000,355000,2865000,,2865000,2865000,,2865,2865
31023,31023,NA,NA,NA,345000,360000,360000,360000,360000,360000,360000,360000,2865000,,2865000,2865000,,2865,2865
20370,20370,NA,NA,NA,340000,365000,365000,365000,365000,365000,365000,360000,2890000,,2890000,2890000,,2890,2890
21210,21210,265000,265000,250000,260000,290000,255000,255000,255000,255000,250000,295000,2895000,3225000,2895000,6120000,3225,2895,6120
21084,21084,275000,275000,270000,275000,250000,275000,275000,275000,275000,270000,245000,2960000,2555000,2960000,5515000,2555,2960,5515
31009,31009,NA,NA,NA,380000,380000,380000,370000,370000,370000,360000,355000,2965000,,2965000,2965000,,2965,2965
25004,25004,NA,NA,NA,NA,NA,775000,410000,455000,455000,455000,450000,3000000,,3000000,3000000,,3000,3000
30068,30068,260000,260000,250000,280000,310000,265000,280000,280000,280000,280000,310000,3055000,3120000,3055000,6175000,3120,3055,6175
20441,20441,NA,NA,NA,195000,300000,515000,410000,410000,410000,410000,405000,3055000,,3055000,3055000,,3055,3055
20481,20481,NA,NA,NA,NA,400000,435000,445000,445000,445000,455000,455000,3080000,,3080000,3080000,,3080,3080
20473,20473,NA,NA,NA,390000,390000,390000,390000,390000,390000,375000,375000,3090000,,3090000,3090000,,3090,3090
20508,20508,NA,NA,NA,300000,325000,410000,410000,410000,410000,410000,420000,3095000,,3095000,3095000,,3095,3095
31022,31022,5000,5000,5000,360000,380000,395000,390000,390000,390000,390000,385000,3095000,,3095000,3095000,,3095,3095
29010,29010,NA,NA,NA,335000,385000,425000,405000,400000,400000,395000,390000,3135000,,3135000,3135000,,3135,3135
31055,31055,NA,NA,NA,85000,435000,435000,435000,435000,435000,435000,440000,3135000,,3135000,3135000,,3135,3135
30199,30199,290000,290000,290000,290000,280000,290000,290000,285000,285000,285000,275000,3150000,2800000,3150000,5950000,2800,3150,5950
20053,20053,NA,NA,NA,335000,405000,410000,410000,410000,410000,405000,380000,3165000,,3165000,3165000,,3165,3165
20255,20255,NA,NA,NA,375000,400000,400000,400000,415000,415000,390000,390000,3185000,,3185000,3185000,,3185,3185
20410,20410,NA,NA,NA,145000,345000,530000,450000,450000,450000,420000,420000,3210000,,3210000,3210000,,3210,3210
20421,20421,NA,NA,NA,355000,355000,465000,410000,420000,420000,415000,370000,3210000,,3210000,3210000,,3210,3210
30133,30133,NA,NA,NA,410000,415000,415000,415000,415000,415000,415000,415000,3315000,,3315000,3315000,,3315,3315
20317,20317,NA,NA,NA,380000,410000,440000,425000,420000,420000,420000,420000,3335000,,3335000,3335000,,3335,3335
12052,12052,NA,NA,NA,295000,430000,440000,435000,435000,435000,435000,435000,3340000,,3340000,3340000,,3340,3340
21077,21077,315000,315000,315000,315000,305000,310000,310000,310000,310000,310000,300000,3415000,3065000,3415000,6480000,3065,3415,6480
20222,20222,NA,NA,NA,235000,455000,455000,455000,455000,455000,455000,455000,3420000,,3420000,3420000,,3420,3420
30120,30120,310000,310000,325000,325000,300000,320000,320000,320000,320000,320000,275000,3445000,2945000,3445000,6390000,2945,3445,6390
20030,20030,NA,NA,NA,385000,420000,435000,440000,445000,445000,445000,435000,3450000,,3450000,3450000,,3450,3450
21014,21014,325000,325000,320000,330000,305000,315000,315000,325000,325000,325000,305000,3515000,2325000,3515000,5840000,2325,3515,5840
17010,17010,NA,NA,NA,150000,420000,570000,485000,485000,485000,485000,450000,3530000,,3530000,3530000,,3530,3530
30179,30179,325000,325000,325000,325000,310000,320000,320000,325000,325000,325000,325000,3550000,3280000,3550000,6830000,3280,3550,6830
31021,31021,325000,325000,325000,325000,325000,325000,325000,325000,325000,325000,320000,3570000,3445000,3570000,7015000,3445,3570,7015
31081,31081,245000,245000,245000,370000,305000,375000,375000,380000,380000,380000,315000,3615000,1745000,3615000,5360000,1745,3615,5360
13079,13079,NA,NA,NA,NA,NA,1025000,520000,520000,520000,515000,515000,3615000,,3615000,3615000,,3615,3615
30052,30052,305000,305000,300000,335000,345000,340000,340000,340000,340000,340000,330000,3620000,3235000,3620000,6855000,3235,3620,6855
20529,20529,NA,NA,NA,450000,455000,455000,455000,455000,455000,460000,460000,3645000,,3645000,3645000,,3645,3645
31015,31015,NA,NA,NA,275000,405000,575000,490000,490000,490000,475000,475000,3675000,,3675000,3675000,,3675,3675
20010,20010,NA,NA,NA,290000,355000,515000,510000,520000,520000,505000,490000,3705000,,3705000,3705000,,3705,3705
20025,20025,NA,NA,NA,325000,425000,425000,425000,425000,425000,415000,860000,3725000,,3725000,3725000,,3725,3725
30055,30055,NA,NA,NA,245000,410000,600000,505000,505000,505000,495000,495000,3760000,,3760000,3760000,,3760,3760
20127,20127,NA,NA,NA,465000,470000,480000,475000,475000,475000,465000,465000,3770000,,3770000,3770000,,3770,3770
20540,20540,NA,NA,NA,425000,470000,490000,480000,475000,475000,475000,490000,3780000,,3780000,3780000,,3780,3780
20379,20379,NA,NA,NA,NA,NA,1090000,545000,545000,545000,535000,535000,3795000,,3795000,3795000,,3795,3795
20547,20547,NA,NA,NA,NA,545000,545000,545000,545000,545000,540000,530000,3795000,,3795000,3795000,,3795,3795
30098,30098,345000,345000,345000,345000,350000,350000,350000,345000,345000,345000,345000,3810000,3500000,3810000,7310000,3500,3810,7310
31092,31092,NA,NA,NA,450000,485000,485000,485000,480000,480000,480000,480000,3825000,,3825000,3825000,,3825,3825
7013,7013,350000,350000,350000,375000,375000,370000,360000,355000,355000,345000,310000,3895000,3760000,3895000,7655000,3760,3895,7655
20569,20569,NA,NA,NA,475000,490000,490000,490000,490000,490000,490000,485000,3900000,,3900000,3900000,,3900,3900
29021,29021,NA,NA,NA,NA,85000,1035000,555000,555000,555000,560000,560000,3905000,,3905000,3905000,,3905,3905
30021,30021,330000,330000,350000,360000,405000,360000,360000,360000,360000,360000,345000,3920000,3495000,3920000,7415000,3495,3920,7415
21138,21138,NA,NA,NA,415000,510000,510000,505000,505000,505000,500000,485000,3935000,,3935000,3935000,,3935,3935
31056,31056,NA,NA,NA,480000,480000,480000,480000,480000,480000,480000,575000,3935000,,3935000,3935000,,3935,3935
31001,31001,NA,NA,NA,305000,520000,520000,520000,520000,520000,520000,520000,3945000,,3945000,3945000,,3945,3945
20097,20097,NA,NA,NA,90000,235000,875000,555000,560000,560000,550000,550000,3975000,,3975000,3975000,,3975,3975
21134,21134,NA,NA,NA,NA,575000,575000,570000,570000,570000,570000,555000,3985000,,3985000,3985000,,3985,3985
20018,20018,NA,NA,NA,275000,540000,540000,535000,535000,535000,530000,515000,4005000,,4005000,4005000,,4005,4005
21164,21164,NA,NA,NA,490000,505000,505000,515000,505000,505000,505000,500000,4030000,,4030000,4030000,,4030,4030
20008,20008,NA,NA,NA,405000,485000,555000,525000,530000,530000,510000,500000,4040000,,4040000,4040000,,4040,4040
21143,21143,NA,NA,NA,NA,565000,595000,575000,580000,580000,580000,600000,4075000,,4075000,4075000,,4075,4075
30035,30035,NA,NA,NA,165000,555000,555000,540000,540000,540000,535000,660000,4090000,,4090000,4090000,,4090,4090
31084,31084,NA,NA,NA,505000,515000,515000,515000,515000,515000,515000,500000,4095000,,4095000,4095000,,4095,4095
20079,20079,NA,NA,NA,495000,500000,600000,550000,550000,550000,535000,335000,4115000,,4115000,4115000,,4115,4115
20564,20564,NA,NA,NA,495000,520000,520000,520000,520000,520000,515000,510000,4120000,,4120000,4120000,,4120,4120
8009,8009,NA,NA,NA,NA,NA,NA,450000,670000,670000,1340000,995000,4125000,,4125000,4125000,,4125,4125
31010,31010,NA,NA,NA,300000,455000,615000,550000,550000,550000,550000,555000,4125000,,4125000,4125000,,4125,4125
31005,31005,380000,380000,380000,380000,370000,380000,380000,380000,380000,365000,360000,4135000,3720000,4135000,7855000,3720,4135,7855
31046,31046,NA,NA,NA,55000,545000,615000,585000,585000,585000,585000,580000,4135000,,4135000,4135000,,4135,4135
31053,31053,NA,NA,NA,140000,555000,595000,575000,575000,575000,575000,575000,4165000,,4165000,4165000,,4165,4165
20038,20038,NA,NA,NA,NA,605000,610000,610000,610000,610000,580000,580000,4205000,,4205000,4205000,,4205,4205
30030,30030,370000,370000,365000,395000,380000,400000,395000,395000,395000,390000,385000,4240000,3660000,4240000,7900000,3660,4240,7900
20014,20014,NA,NA,NA,NA,460000,695000,620000,625000,625000,620000,595000,4240000,,4240000,4240000,,4240,4240
31018,31018,NA,NA,NA,115000,480000,705000,590000,590000,590000,590000,590000,4250000,,4250000,4250000,,4250,4250
20548,20548,NA,NA,NA,190000,440000,755000,590000,590000,590000,600000,595000,4350000,,4350000,4350000,,4350,4350
20042,20042,NA,NA,NA,NA,NA,940000,665000,695000,695000,690000,685000,4370000,,4370000,4370000,,4370,4370
21216,21216,410000,410000,400000,410000,395000,395000,395000,400000,400000,390000,375000,4380000,4340000,4380000,8720000,4340,4380,8720
31094,31094,NA,NA,NA,355000,575000,575000,575000,580000,580000,575000,575000,4390000,,4390000,4390000,,4390,4390
20282,20282,NA,NA,NA,440000,525000,605000,575000,580000,580000,580000,570000,4455000,,4455000,4455000,,4455,4455
30054,30054,405000,405000,405000,405000,410000,405000,405000,405000,405000,405000,405000,4460000,3955000,4460000,8415000,3955,4460,8415
31054,31054,NA,NA,NA,470000,575000,575000,575000,575000,575000,575000,575000,4495000,,4495000,4495000,,4495,4495
21183,21183,NA,NA,NA,330000,460000,680000,605000,615000,615000,615000,605000,4525000,,4525000,4525000,,4525,4525
12035,12035,NA,NA,NA,365000,590000,605000,605000,605000,605000,605000,605000,4585000,,4585000,4585000,,4585,4585
20221,20221,NA,NA,NA,205000,625000,655000,640000,630000,630000,615000,605000,4605000,,4605000,4605000,,4605,4605
21025,21025,375000,375000,380000,425000,440000,425000,425000,445000,445000,445000,435000,4615000,3975000,4615000,8590000,3975,4615,8590
17013,17013,NA,NA,NA,135000,440000,860000,665000,665000,665000,590000,605000,4625000,,4625000,4625000,,4625,4625
20480,20480,NA,NA,NA,555000,580000,580000,580000,580000,580000,585000,585000,4625000,,4625000,4625000,,4625,4625
13018,13018,NA,NA,NA,NA,NA,1060000,700000,725000,725000,715000,710000,4635000,,4635000,4635000,,4635,4635
20506,20506,NA,NA,NA,490000,490000,700000,595000,595000,595000,590000,590000,4645000,,4645000,4645000,,4645,4645
20537,20537,NA,NA,NA,NA,475000,860000,675000,675000,675000,675000,660000,4695000,,4695000,4695000,,4695,4695
29016,29016,NA,NA,NA,525000,565000,645000,605000,600000,600000,590000,590000,4720000,,4720000,4720000,,4720,4720
31066,31066,NA,NA,NA,400000,450000,790000,620000,620000,620000,620000,615000,4735000,,4735000,4735000,,4735,4735
20557,20557,NA,NA,NA,460000,500000,780000,615000,625000,625000,590000,585000,4780000,,4780000,4780000,,4780,4780
29037,29037,NA,NA,NA,430000,490000,760000,625000,630000,630000,625000,610000,4800000,,4800000,4800000,,4800,4800
20432,20432,NA,NA,NA,600000,600000,600000,600000,605000,605000,600000,600000,4810000,,4810000,4810000,,4810,4810
20280,20280,NA,NA,NA,605000,605000,605000,605000,605000,605000,600000,590000,4820000,,4820000,4820000,,4820,4820
20283,20283,NA,NA,NA,245000,510000,810000,660000,660000,660000,655000,655000,4855000,,4855000,4855000,,4855,4855
29052,29052,NA,NA,NA,390000,610000,660000,640000,635000,635000,630000,655000,4855000,,4855000,4855000,,4855,4855
30014,30014,425000,425000,430000,450000,460000,450000,450000,450000,450000,450000,450000,4890000,4385000,4890000,9275000,4385,4890,9275
17033,17033,NA,NA,NA,510000,625000,635000,625000,620000,620000,620000,645000,4900000,,4900000,4900000,,4900,4900
20075,20075,NA,NA,NA,530000,615000,640000,625000,640000,640000,610000,600000,4900000,,4900000,4900000,,4900,4900
30113,30113,455000,455000,455000,455000,420000,450000,450000,450000,450000,450000,440000,4930000,4595000,4930000,9525000,4595,4930,9525
21072,21072,425000,425000,425000,465000,460000,455000,455000,455000,455000,455000,455000,4930000,4395000,4930000,9325000,4395,4930,9325
20270,20270,NA,NA,NA,585000,620000,625000,625000,640000,640000,625000,625000,4985000,,4985000,4985000,,4985,4985
12030,12030,NA,NA,NA,NA,380000,1060000,720000,720000,720000,715000,725000,5040000,,5040000,5040000,,5040,5040
20457,20457,NA,NA,NA,630000,630000,630000,630000,630000,630000,630000,630000,5040000,,5040000,5040000,,5040,5040
30170,30170,NA,NA,NA,365000,685000,705000,695000,655000,655000,650000,650000,5060000,,5060000,5060000,,5060,5060
30116,30116,450000,450000,450000,450000,540000,455000,445000,445000,445000,445000,530000,5105000,5275000,5105000,10380000,5275,5105,10380
21016,21016,5000,5000,5000,630000,630000,635000,635000,635000,635000,635000,655000,5105000,,5105000,5105000,,5105,5105
17014,17014,NA,NA,NA,160000,450000,865000,725000,730000,730000,730000,730000,5120000,,5120000,5120000,,5120,5120
17005,17005,NA,NA,NA,135000,330000,975000,730000,730000,730000,720000,790000,5140000,,5140000,5140000,,5140,5140
20522,20522,NA,NA,NA,535000,660000,660000,660000,660000,660000,660000,660000,5155000,,5155000,5155000,,5155,5155
29039,29039,NA,NA,NA,185000,535000,905000,715000,715000,715000,705000,700000,5175000,,5175000,5175000,,5175,5175
30034,30034,465000,465000,465000,500000,505000,465000,455000,455000,455000,455000,500000,5185000,5380000,5185000,10565000,5380,5185,10565
17024,17024,NA,NA,NA,NA,185000,1170000,775000,775000,775000,770000,740000,5190000,,5190000,5190000,,5190,5190
24042,24042,NA,NA,NA,380000,505000,615000,695000,765000,765000,760000,750000,5235000,,5235000,5235000,,5235,5235
20060,20060,NA,NA,NA,NA,590000,645000,795000,795000,795000,815000,815000,5250000,,5250000,5250000,,5250,5250
20305,20305,NA,NA,NA,410000,670000,695000,695000,695000,695000,690000,720000,5270000,,5270000,5270000,,5270,5270
30188,30188,480000,475000,475000,485000,480000,485000,485000,485000,485000,485000,495000,5315000,4945000,5315000,10260000,4945,5315,10260
20108,20108,NA,NA,NA,500000,680000,690000,685000,705000,705000,685000,690000,5340000,,5340000,5340000,,5340,5340
30165,30165,470000,470000,470000,475000,565000,475000,475000,475000,475000,470000,560000,5380000,5845000,5380000,11225000,5845,5380,11225
21200,21200,495000,495000,495000,495000,475000,490000,490000,490000,490000,490000,475000,5380000,5010000,5380000,10390000,5010,5380,10390
31032,31032,180000,180000,180000,285000,510000,800000,655000,655000,655000,650000,650000,5400000,1790000,5400000,7190000,1790,5400,7190
30111,30111,475000,475000,490000,495000,530000,495000,495000,490000,490000,490000,490000,5415000,4750000,5415000,10165000,4750,5415,10165
21121,21121,NA,NA,NA,625000,680000,690000,685000,685000,685000,680000,685000,5415000,,5415000,5415000,,5415,5415
30167,30167,485000,485000,480000,505000,495000,510000,495000,495000,495000,495000,480000,5420000,4755000,5420000,10175000,4755,5420,10175
31057,31057,NA,NA,NA,645000,695000,695000,695000,695000,695000,680000,690000,5490000,,5490000,5490000,,5490,5490
30071,30071,500000,480000,480000,520000,530000,510000,510000,495000,495000,490000,500000,5510000,5495000,5510000,11005000,5495,5510,11005
13031,13031,NA,NA,NA,NA,5000,395000,980000,1045000,1045000,1025000,1025000,5520000,,5520000,5520000,,5520,5520
30082,30082,500000,500000,500000,505000,505000,505000,505000,505000,505000,505000,495000,5530000,4995000,5530000,10525000,4995,5530,10525
21071,21071,NA,NA,NA,630000,685000,690000,730000,730000,730000,730000,720000,5645000,,5645000,5645000,,5645,5645
29003,29003,NA,NA,NA,NA,480000,1225000,750000,745000,745000,850000,965000,5760000,,5760000,5760000,,5760,5760
21029,21029,520000,520000,520000,535000,575000,525000,525000,530000,530000,515000,500000,5795000,5805000,5795000,11600000,5805,5795,11600
7088,7088,520000,520000,520000,510000,540000,525000,535000,535000,535000,530000,545000,5815000,5580000,5815000,11395000,5580,5815,11395
20339,20339,NA,NA,NA,340000,770000,810000,785000,785000,785000,770000,770000,5815000,,5815000,5815000,,5815,5815
30145,30145,510000,510000,525000,535000,555000,535000,535000,535000,535000,535000,525000,5835000,5430000,5835000,11265000,5430,5835,11265
21178,21178,NA,NA,NA,380000,600000,760000,810000,815000,815000,815000,845000,5840000,,5840000,5840000,,5840,5840
20050,20050,NA,NA,NA,395000,735000,830000,785000,785000,785000,775000,775000,5865000,,5865000,5865000,,5865,5865
8064,8064,NA,NA,NA,660000,725000,775000,750000,755000,755000,725000,725000,5870000,,5870000,5870000,,5870,5870
21040,21040,NA,NA,NA,720000,745000,745000,755000,750000,750000,750000,760000,5975000,,5975000,5975000,,5975,5975
7100,7100,555000,545000,545000,550000,540000,545000,545000,545000,545000,545000,540000,6000000,5865000,6000000,11865000,5865,6000,11865
20397,20397,NA,NA,NA,390000,760000,860000,810000,810000,810000,810000,805000,6055000,,6055000,6055000,,6055,6055
20201,20201,NA,NA,NA,380000,395000,985000,850000,895000,895000,845000,840000,6085000,,6085000,6085000,,6085,6085
