CVE_MUNICIPIO,feb,mar,abr,may,ju,jul,ago,sep,oct,nov,dic,total
17017,NA,NA,NA,170000,1025000,1910000,1555000,1550000,1550000,1550000,1525000,10835000
17018,NA,NA,NA,175000,225000,475000,360000,365000,365000,365000,330000,2660000
17019,NA,NA,NA,925000,1680000,2850000,2310000,2310000,2310000,2280000,2310000,16975000
17020,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,5000,10000
17021,NA,NA,NA,145000,260000,365000,315000,315000,315000,315000,315000,2345000
17022,NA,NA,NA,560000,1105000,1250000,1185000,1185000,1185000,1185000,1200000,8855000
17024,NA,NA,NA,NA,185000,1170000,775000,775000,775000,770000,740000,5190000
17025,NA,NA,NA,2010000,3565000,5770000,4840000,4840000,4840000,4830000,4825000,35520000
17026,NA,NA,NA,NA,NA,20000,10000,10000,10000,10000,15000,75000
17027,NA,NA,NA,25000,125000,125000,125000,125000,125000,125000,125000,900000
17029,NA,NA,NA,225000,490000,1195000,855000,855000,855000,850000,850000,6175000
17030,NA,NA,NA,485000,950000,1510000,1220000,1220000,1220000,1215000,1115000,8935000
17032,NA,NA,NA,435000,1120000,1470000,1300000,1305000,1305000,1275000,1310000,9520000
17033,NA,NA,NA,510000,625000,635000,625000,620000,620000,620000,645000,4900000
18001,NA,NA,NA,850000,1820000,1940000,1860000,1875000,1875000,1870000,1865000,13955000
18005,NA,NA,NA,380000,2515000,1765000,4505000,1750000,1750000,3480000,2605000,18750000
18007,NA,NA,NA,290000,1270000,2010000,2260000,1480000,1480000,1990000,1730000,12510000
18009,NA,NA,NA,3850000,8250000,10775000,16510000,8995000,8995000,12915000,10875000,81165000
18010,NA,NA,NA,1310000,2335000,2670000,2500000,2480000,2480000,2455000,2420000,18650000
18011,NA,NA,NA,930000,1930000,2045000,1995000,1995000,1995000,1980000,1960000,14830000
18017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000
18019,NA,NA,NA,330000,4020000,540000,9115000,510000,510000,5990000,3255000,24270000
18999,NA,NA,NA,NA,5000,NA,15000,NA,NA,10000,NA,30000
19019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000
19025,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,5000,10000
19038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000
20003,NA,NA,NA,325000,970000,1035000,1000000,1000000,1000000,970000,970000,7270000
20005,NA,NA,NA,1890000,2850000,3745000,3375000,3380000,3380000,3230000,3185000,25035000
20006,NA,NA,NA,745000,1155000,1185000,1170000,1285000,1285000,1165000,1155000,9145000
20008,NA,NA,NA,405000,485000,555000,525000,530000,530000,510000,500000,4040000
20010,NA,NA,NA,290000,355000,515000,510000,520000,520000,505000,490000,3705000
20014,NA,NA,NA,NA,460000,695000,620000,625000,625000,620000,595000,4240000
20016,NA,NA,NA,NA,2265000,NA,4250000,NA,NA,2750000,1375000,10640000
20018,NA,NA,NA,275000,540000,540000,535000,535000,535000,530000,515000,4005000
20025,NA,NA,NA,325000,425000,425000,425000,425000,425000,415000,860000,3725000
20030,NA,NA,NA,385000,420000,435000,440000,445000,445000,445000,435000,3450000
20031,NA,NA,NA,NA,900000,1100000,1000000,1050000,1050000,1045000,1045000,7190000
20036,NA,NA,NA,1275000,2335000,2480000,2420000,2420000,2420000,2385000,2360000,18095000
20038,NA,NA,NA,NA,605000,610000,610000,610000,610000,580000,580000,4205000
20042,NA,NA,NA,NA,NA,940000,665000,695000,695000,690000,685000,4370000
20043,NA,NA,NA,1095000,2560000,4195000,3420000,3505000,3505000,3270000,3180000,24730000
20044,NA,NA,NA,NA,35000,NA,NA,NA,NA,NA,35000,70000
20046,NA,NA,NA,NA,975000,975000,970000,960000,960000,960000,955000,6755000
20047,NA,NA,NA,NA,90000,90000,90000,85000,85000,85000,85000,610000
20050,NA,NA,NA,395000,735000,830000,785000,785000,785000,775000,775000,5865000
20052,NA,NA,NA,2170000,2780000,3800000,3425000,3505000,3505000,3380000,3330000,25895000
20053,NA,NA,NA,335000,405000,410000,410000,410000,410000,405000,380000,3165000
20054,NA,NA,NA,NA,60000,60000,60000,65000,65000,65000,65000,440000
20057,NA,NA,NA,1655000,1985000,2100000,2055000,2065000,2065000,2060000,2240000,16225000
20060,NA,NA,NA,NA,590000,645000,795000,795000,795000,815000,815000,5250000
20066,NA,NA,NA,1140000,1225000,2120000,1720000,1760000,1760000,1735000,1700000,13160000
20075,NA,NA,NA,530000,615000,640000,625000,640000,640000,610000,600000,4900000
20079,NA,NA,NA,495000,500000,600000,550000,550000,550000,535000,335000,4115000
20093,NA,NA,NA,205000,235000,235000,235000,235000,235000,235000,235000,1850000
20094,NA,NA,NA,NA,265000,275000,270000,270000,270000,270000,270000,1890000
20097,NA,NA,NA,90000,235000,875000,555000,560000,560000,550000,550000,3975000
20100,NA,NA,NA,195000,195000,195000,195000,195000,195000,195000,195000,1560000
20106,NA,NA,NA,NA,190000,200000,195000,195000,195000,195000,195000,1365000
20108,NA,NA,NA,500000,680000,690000,685000,705000,705000,685000,690000,5340000
20110,NA,NA,NA,NA,185000,195000,195000,195000,195000,195000,195000,1355000
20121,NA,NA,NA,100000,120000,555000,335000,335000,335000,335000,335000,2450000
20124,NA,NA,NA,585000,850000,2055000,1470000,1480000,1480000,1430000,1330000,10680000
20125,NA,NA,NA,NA,NA,NA,NA,110000,110000,110000,105000,435000
20127,NA,NA,NA,465000,470000,480000,475000,475000,475000,465000,465000,3770000
20128,NA,NA,NA,310000,330000,330000,330000,335000,335000,330000,325000,2625000
20130,NA,NA,NA,690000,745000,1185000,965000,975000,975000,975000,940000,7450000
20138,NA,NA,NA,105000,185000,185000,185000,185000,185000,180000,180000,1390000
20140,NA,NA,NA,40000,55000,180000,115000,115000,115000,115000,120000,855000
20141,NA,NA,NA,1375000,1605000,2770000,2200000,2200000,2200000,2055000,2055000,16460000
20143,NA,NA,NA,960000,1080000,3115000,2095000,2115000,2115000,2050000,2010000,15540000
20144,NA,NA,NA,NA,290000,295000,290000,285000,285000,285000,275000,2005000
20147,NA,NA,NA,215000,320000,315000,320000,320000,320000,315000,315000,2440000
20151,NA,NA,NA,NA,310000,320000,310000,315000,315000,305000,310000,2185000
20156,NA,NA,NA,1585000,1595000,1595000,1595000,1610000,1610000,1595000,1600000,12785000
20161,NA,NA,NA,1040000,1040000,1040000,1040000,1020000,1020000,1015000,1010000,8225000
20164,NA,NA,NA,NA,115000,205000,165000,165000,165000,175000,175000,1165000
20172,NA,NA,NA,NA,45000,45000,45000,45000,45000,45000,45000,315000
20173,NA,NA,NA,NA,NA,440000,455000,480000,480000,440000,435000,2730000
20176,NA,NA,NA,895000,1140000,1150000,1145000,1140000,1140000,1135000,1135000,8880000
20181,NA,NA,NA,160000,260000,270000,265000,265000,265000,260000,255000,2000000
20184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,10000
20195,NA,NA,NA,NA,110000,160000,135000,135000,135000,135000,135000,945000
20196,NA,NA,NA,NA,NA,275000,210000,215000,215000,210000,210000,1335000
20198,NA,NA,NA,2880000,4705000,5880000,5640000,5790000,5790000,5730000,5705000,42120000
20201,NA,NA,NA,380000,395000,985000,850000,895000,895000,845000,840000,6085000
20204,NA,NA,NA,NA,NA,NA,NA,100000,100000,100000,100000,400000
20207,NA,NA,NA,2775000,2995000,3895000,3995000,4065000,4065000,4005000,3735000,29530000
20210,NA,NA,NA,1400000,2420000,2375000,2395000,2395000,2395000,2405000,2390000,18175000
20212,NA,NA,NA,1080000,1175000,1175000,1170000,1170000,1170000,1175000,1175000,9290000
20215,NA,NA,NA,NA,45000,145000,95000,95000,95000,95000,95000,665000
20216,NA,NA,NA,280000,280000,280000,280000,280000,280000,280000,280000,2240000
20217,NA,NA,NA,745000,1000000,1000000,1000000,1065000,1065000,1000000,1000000,7875000
20221,NA,NA,NA,205000,625000,655000,640000,630000,630000,615000,605000,4605000
20222,NA,NA,NA,235000,455000,455000,455000,455000,455000,455000,455000,3420000
20223,NA,NA,NA,225000,225000,225000,225000,225000,225000,225000,225000,1800000
20224,NA,NA,NA,140000,190000,180000,180000,180000,180000,180000,180000,1410000
20230,NA,NA,NA,NA,125000,225000,170000,170000,170000,175000,155000,1190000
20237,NA,NA,NA,215000,225000,225000,225000,225000,225000,265000,265000,1870000
20239,NA,NA,NA,295000,360000,370000,365000,360000,360000,355000,355000,2820000
20242,NA,NA,NA,10000,2000000,40000,3770000,35000,35000,2300000,1130000,9320000
20246,NA,NA,NA,255000,255000,255000,255000,255000,255000,255000,255000,2040000
20248,NA,NA,NA,NA,165000,230000,195000,200000,200000,200000,195000,1385000
20250,NA,NA,NA,NA,370000,370000,370000,360000,360000,360000,355000,2545000
20252,NA,NA,NA,NA,NA,650000,330000,330000,330000,330000,325000,2295000
20255,NA,NA,NA,375000,400000,400000,400000,415000,415000,390000,390000,3185000
20256,NA,NA,NA,NA,165000,175000,170000,170000,170000,170000,170000,1190000
20257,NA,NA,NA,330000,330000,335000,335000,335000,335000,335000,335000,2670000
20258,NA,NA,NA,185000,190000,190000,190000,190000,190000,190000,190000,1515000
20261,NA,NA,NA,2210000,2995000,3230000,3125000,3190000,3190000,3105000,3080000,24125000
20262,NA,NA,NA,NA,NA,465000,235000,485000,485000,465000,465000,2600000
20264,NA,NA,NA,1095000,1115000,1105000,1105000,1130000,1130000,1085000,1070000,8835000
20265,NA,NA,NA,1720000,2190000,2850000,2535000,2555000,2555000,2530000,2490000,19425000
20270,NA,NA,NA,585000,620000,625000,625000,640000,640000,625000,625000,4985000
20274,NA,NA,NA,865000,1095000,1090000,1095000,1100000,1100000,1095000,1090000,8530000
20275,NA,NA,NA,NA,1320000,1575000,2825000,1475000,1475000,2355000,1920000,12945000
20280,NA,NA,NA,605000,605000,605000,605000,605000,605000,600000,590000,4820000
20281,NA,NA,NA,85000,95000,95000,95000,95000,95000,95000,95000,750000
20282,NA,NA,NA,440000,525000,605000,575000,580000,580000,580000,570000,4455000
20283,NA,NA,NA,245000,510000,810000,660000,660000,660000,655000,655000,4855000
20286,NA,NA,NA,NA,150000,150000,150000,150000,150000,150000,150000,1050000
20288,NA,NA,NA,215000,220000,230000,230000,230000,230000,230000,230000,1815000
20299,NA,NA,NA,355000,360000,360000,360000,360000,360000,355000,355000,2865000
20303,NA,NA,NA,145000,145000,145000,145000,145000,145000,145000,145000,1160000
20304,NA,NA,NA,NA,260000,270000,265000,265000,265000,265000,265000,1855000
20305,NA,NA,NA,410000,670000,695000,695000,695000,695000,690000,720000,5270000
20307,NA,NA,NA,1255000,1590000,1870000,1730000,1740000,1740000,1715000,1695000,13335000
20308,NA,NA,NA,240000,240000,260000,250000,250000,250000,235000,235000,1960000
20317,NA,NA,NA,380000,410000,440000,425000,420000,420000,420000,420000,3335000
20327,NA,NA,NA,3015000,3275000,3310000,3270000,3285000,3285000,3235000,2765000,25440000
20329,NA,NA,NA,795000,905000,925000,915000,915000,915000,915000,910000,7195000
20331,NA,NA,NA,NA,210000,205000,205000,205000,205000,205000,205000,1440000
20332,NA,NA,NA,130000,195000,195000,195000,195000,195000,185000,180000,1470000
20337,NA,NA,NA,NA,995000,1005000,1000000,1045000,1045000,1040000,1040000,7170000
20339,NA,NA,NA,340000,770000,810000,785000,785000,785000,770000,770000,5815000
20341,NA,NA,NA,45000,70000,70000,70000,70000,70000,70000,70000,535000
20346,NA,NA,NA,NA,210000,210000,210000,210000,210000,210000,200000,1460000
20348,NA,NA,NA,1150000,1365000,1365000,1370000,1355000,1355000,1335000,1335000,10630000
20352,NA,NA,NA,1230000,1545000,1685000,1625000,1705000,1705000,1600000,1600000,12695000
20357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000
20365,NA,NA,NA,NA,NA,1420000,860000,975000,975000,965000,965000,6160000
20370,NA,NA,NA,340000,365000,365000,365000,365000,365000,365000,360000,2890000
20379,NA,NA,NA,NA,NA,1090000,545000,545000,545000,535000,535000,3795000
20383,NA,NA,NA,355000,355000,355000,355000,355000,355000,355000,355000,2840000
20385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,15000
20394,NA,NA,NA,405000,1000000,1000000,1000000,990000,990000,980000,980000,7345000
20395,NA,NA,NA,NA,335000,335000,335000,335000,335000,335000,335000,2345000
20397,NA,NA,NA,390000,760000,860000,810000,810000,810000,810000,805000,6055000
20404,NA,NA,NA,260000,275000,405000,335000,335000,335000,340000,335000,2620000
20405,NA,NA,NA,130000,230000,230000,230000,225000,225000,210000,200000,1680000
20407,NA,NA,NA,2915000,4310000,5835000,5080000,5065000,5065000,4935000,4850000,38055000
20408,NA,NA,NA,255000,280000,280000,280000,280000,280000,280000,280000,2215000
20410,NA,NA,NA,145000,345000,530000,450000,450000,450000,420000,420000,3210000
20412,NA,NA,NA,1650000,1955000,2040000,1995000,2005000,2005000,1975000,1935000,15560000
20418,NA,NA,NA,575000,705000,1145000,1240000,1265000,1265000,1230000,1210000,8635000
20419,NA,NA,NA,NA,NA,355000,360000,400000,400000,350000,350000,2215000
20420,NA,NA,NA,65000,230000,230000,230000,235000,235000,230000,225000,1680000
20421,NA,NA,NA,355000,355000,465000,410000,420000,420000,415000,370000,3210000
20422,NA,NA,NA,NA,NA,385000,200000,200000,200000,195000,195000,1375000
20423,NA,NA,NA,NA,165000,175000,170000,170000,170000,165000,165000,1180000
20427,NA,NA,NA,835000,1165000,1465000,1455000,1515000,1515000,1485000,1475000,10910000
20432,NA,NA,NA,600000,600000,600000,600000,605000,605000,600000,600000,4810000
20437,NA,NA,NA,NA,955000,1105000,1110000,1110000,1110000,1115000,1115000,7620000
20440,NA,NA,NA,130000,130000,155000,155000,155000,155000,140000,140000,1160000
20441,NA,NA,NA,195000,300000,515000,410000,410000,410000,410000,405000,3055000
20444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000
20451,NA,NA,NA,NA,350000,350000,350000,350000,350000,350000,350000,2450000
20453,NA,NA,NA,5000,280000,390000,335000,340000,340000,340000,330000,2360000
20454,NA,NA,NA,410000,995000,980000,975000,995000,995000,975000,970000,7295000
20456,NA,NA,NA,150000,225000,225000,235000,235000,235000,280000,270000,1855000
20457,NA,NA,NA,630000,630000,630000,630000,630000,630000,630000,630000,5040000
20463,NA,NA,NA,NA,295000,295000,295000,290000,290000,290000,290000,2045000
20464,NA,NA,NA,235000,265000,265000,265000,265000,265000,265000,260000,2085000
20465,NA,NA,NA,NA,NA,NA,NA,150000,150000,120000,120000,540000
20469,NA,NA,NA,795000,880000,940000,905000,905000,905000,900000,895000,7125000
20470,NA,NA,NA,655000,1370000,1685000,1675000,1675000,1675000,1655000,1630000,12020000
20471,NA,NA,NA,150000,150000,150000,150000,150000,150000,150000,150000,1200000
20472,NA,NA,NA,1025000,1025000,1035000,1025000,1025000,1025000,1025000,1015000,8200000
20473,NA,NA,NA,390000,390000,390000,390000,390000,390000,375000,375000,3090000
20479,NA,NA,NA,NA,35000,30000,30000,30000,30000,30000,30000,215000
20480,NA,NA,NA,555000,580000,580000,580000,580000,580000,585000,585000,4625000
20481,NA,NA,NA,NA,400000,435000,445000,445000,445000,455000,455000,3080000
20486,NA,NA,NA,325000,970000,1075000,1025000,1010000,1010000,995000,975000,7385000
20492,NA,NA,NA,95000,155000,155000,155000,245000,245000,150000,150000,1350000
20493,NA,NA,NA,130000,190000,190000,190000,190000,190000,185000,175000,1440000
20499,NA,NA,NA,NA,290000,310000,300000,300000,300000,300000,300000,2100000
20505,NA,NA,NA,745000,915000,1610000,1270000,1285000,1285000,1255000,1265000,9630000
20506,NA,NA,NA,490000,490000,700000,595000,595000,595000,590000,590000,4645000
20508,NA,NA,NA,300000,325000,410000,410000,410000,410000,410000,420000,3095000
20511,NA,NA,NA,NA,1100000,1080000,1100000,1090000,1090000,1090000,1090000,7640000
20513,NA,NA,NA,690000,1290000,2320000,2135000,2200000,2200000,2150000,2090000,15075000
20514,NA,NA,NA,250000,250000,250000,250000,250000,250000,250000,250000,2000000
20515,NA,NA,NA,3475000,4375000,5440000,4960000,4980000,4980000,4905000,5100000,38215000
20517,NA,NA,NA,NA,1000000,1000000,1010000,1010000,1010000,1010000,1010000,7050000
20518,NA,NA,NA,65000,75000,75000,75000,70000,70000,70000,70000,570000
20520,NA,NA,NA,915000,955000,1135000,1065000,1065000,1065000,1130000,1130000,8460000
20521,NA,NA,NA,NA,NA,450000,225000,225000,225000,225000,225000,1575000
20522,NA,NA,NA,535000,660000,660000,660000,660000,660000,660000,660000,5155000
20523,NA,NA,NA,NA,NA,205000,130000,130000,130000,130000,130000,855000
20525,NA,NA,NA,2315000,2655000,3700000,3195000,3215000,3215000,3085000,3130000,24510000
20529,NA,NA,NA,450000,455000,455000,455000,455000,455000,460000,460000,3645000
20536,NA,NA,NA,110000,200000,200000,200000,190000,190000,190000,190000,1470000
20537,NA,NA,NA,NA,475000,860000,675000,675000,675000,675000,660000,4695000
20540,NA,NA,NA,425000,470000,490000,480000,475000,475000,475000,490000,3780000
20541,NA,NA,NA,115000,115000,115000,115000,120000,120000,165000,165000,1030000
20547,NA,NA,NA,NA,545000,545000,545000,545000,545000,540000,530000,3795000
20548,NA,NA,NA,190000,440000,755000,590000,590000,590000,600000,595000,4350000
20549,NA,NA,NA,1310000,1380000,1985000,1700000,1700000,1700000,1830000,1830000,13435000
20552,NA,NA,NA,285000,330000,330000,330000,330000,330000,325000,325000,2585000
20556,NA,NA,NA,NA,205000,215000,210000,210000,210000,210000,210000,1470000
20557,NA,NA,NA,460000,500000,780000,615000,625000,625000,590000,585000,4780000
20562,NA,NA,NA,295000,335000,335000,330000,330000,330000,330000,325000,2610000
20564,NA,NA,NA,495000,520000,520000,520000,520000,520000,515000,510000,4120000
20569,NA,NA,NA,475000,490000,490000,490000,490000,490000,490000,485000,3900000
21001,NA,NA,NA,1010000,1180000,1210000,1195000,1190000,1190000,1190000,1185000,9350000
21002,145000,145000,145000,150000,120000,140000,140000,145000,145000,145000,120000,1540000
21005,NA,NA,NA,10000,10000,10000,10000,10000,10000,10000,NA,70000
21006,1000000,1000000,945000,1010000,1010000,995000,995000,995000,995000,995000,980000,10920000
21008,NA,NA,NA,960000,970000,985000,965000,970000,970000,930000,935000,7685000
21014,325000,325000,320000,330000,305000,315000,315000,325000,325000,325000,305000,3515000
21015,NA,NA,NA,235000,250000,250000,250000,245000,245000,245000,225000,1945000
21016,5000,5000,5000,630000,630000,635000,635000,635000,635000,635000,655000,5105000
21017,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,165000
21019,NA,NA,NA,1480000,1665000,1665000,1665000,1665000,1665000,1665000,1670000,13140000
21022,NA,NA,NA,1625000,1810000,1810000,1805000,1805000,1805000,1800000,1810000,14270000
21023,200000,200000,200000,205000,5000,205000,205000,205000,205000,205000,NA,1835000
21025,375000,375000,380000,425000,440000,425000,425000,445000,445000,445000,435000,4615000
21026,NA,NA,NA,5000,180000,180000,180000,180000,180000,180000,175000,1260000
21028,10000,10000,10000,125000,130000,145000,145000,145000,145000,145000,135000,1145000
21029,520000,520000,520000,535000,575000,525000,525000,530000,530000,515000,500000,5795000
21030,NA,NA,NA,75000,75000,75000,75000,75000,75000,75000,75000,600000
21039,NA,NA,NA,145000,145000,145000,145000,145000,145000,145000,145000,1160000
21040,NA,NA,NA,720000,745000,745000,755000,750000,750000,750000,760000,5975000
21043,2790000,2790000,2680000,2805000,2800000,2700000,2700000,2740000,2740000,2710000,2770000,30225000
21044,970000,970000,970000,1045000,1050000,1030000,1030000,1015000,1015000,1015000,1010000,11120000
21048,NA,NA,NA,70000,120000,120000,120000,120000,120000,120000,120000,910000
21049,NA,NA,NA,65000,80000,375000,235000,235000,235000,235000,240000,1700000
21053,NA,NA,NA,1955000,3830000,4100000,3985000,4020000,4020000,4015000,4010000,29935000
21054,965000,965000,970000,975000,915000,955000,955000,975000,975000,975000,925000,10550000
21057,NA,NA,NA,725000,795000,800000,800000,800000,800000,800000,800000,6320000
21063,5000,5000,5000,5000,NA,5000,5000,5000,5000,5000,NA,45000
21064,NA,NA,NA,1500000,2270000,2385000,2310000,2310000,2310000,2310000,2200000,17595000
21068,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,10000,25000
21070,NA,NA,NA,1775000,1795000,1860000,1830000,1835000,1835000,1835000,1810000,14575000
21071,NA,NA,NA,630000,685000,690000,730000,730000,730000,730000,720000,5645000
21072,425000,425000,425000,465000,460000,455000,455000,455000,455000,455000,455000,4930000
21074,NA,NA,NA,NA,380000,410000,380000,395000,395000,395000,395000,2750000
21075,680000,680000,675000,680000,670000,660000,660000,655000,655000,650000,650000,7315000
21076,1380000,1380000,1385000,1465000,1370000,1425000,1425000,1460000,1460000,1455000,1350000,15555000
21077,315000,315000,315000,315000,305000,310000,310000,310000,310000,310000,300000,3415000
21080,65000,65000,60000,65000,60000,65000,65000,65000,65000,65000,65000,705000
21083,1520000,1520000,1490000,3495000,3725000,3705000,3705000,3705000,3705000,3705000,3665000,33940000
21084,275000,275000,270000,275000,250000,275000,275000,275000,275000,270000,245000,2960000
21086,NA,NA,NA,1090000,1470000,1480000,1475000,1475000,1475000,1470000,1475000,11410000
21088,940000,945000,935000,970000,940000,960000,960000,965000,965000,965000,915000,10460000
21089,1415000,1415000,1385000,2380000,2450000,2405000,2385000,2385000,2385000,2390000,2405000,23400000
21091,NA,NA,NA,30000,30000,30000,30000,30000,30000,30000,30000,240000
21094,1935000,1935000,1910000,1970000,1970000,1940000,1940000,1950000,1950000,1950000,1930000,21380000
21100,NA,NA,NA,235000,255000,250000,260000,260000,260000,260000,250000,2030000
21101,160000,160000,160000,160000,165000,160000,160000,160000,160000,160000,165000,1770000
21102,NA,NA,NA,140000,140000,140000,140000,140000,140000,140000,165000,1145000
21104,NA,NA,NA,995000,1010000,1020000,1030000,1020000,1020000,1020000,1010000,8125000
21105,10000,10000,10000,10000,25000,10000,10000,10000,10000,10000,25000,140000
21107,970000,970000,970000,970000,970000,945000,945000,945000,945000,945000,970000,10545000
21108,NA,NA,NA,775000,1000000,1000000,1045000,1000000,1000000,995000,985000,7800000
21109,NA,NA,NA,NA,200000,195000,195000,200000,200000,200000,200000,1390000
21111,NA,NA,NA,1880000,2320000,2705000,2505000,2535000,2535000,2535000,2625000,19640000
21114,NA,NA,NA,1195000,1295000,1185000,1185000,1195000,1195000,1195000,1295000,9740000
21119,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,5000,10000
21121,NA,NA,NA,625000,680000,690000,685000,685000,685000,680000,685000,5415000
21123,635000,635000,620000,675000,620000,645000,645000,680000,680000,675000,645000,7155000
21126,NA,NA,NA,10000,15000,15000,15000,15000,15000,15000,NA,100000
21132,NA,NA,NA,660000,885000,885000,885000,885000,885000,885000,1000000,6970000
21134,NA,NA,NA,NA,575000,575000,570000,570000,570000,570000,555000,3985000
21138,NA,NA,NA,415000,510000,510000,505000,505000,505000,500000,485000,3935000
21140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000
21143,NA,NA,NA,NA,565000,595000,575000,580000,580000,580000,600000,4075000
21146,NA,NA,NA,135000,150000,180000,160000,165000,165000,165000,165000,1285000
21148,NA,NA,NA,NA,155000,150000,145000,155000,155000,155000,145000,1060000
21153,NA,NA,NA,755000,775000,780000,765000,775000,775000,775000,755000,6155000
21156,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,10000,20000
21158,865000,865000,865000,880000,855000,840000,840000,885000,885000,885000,885000,9550000
21159,NA,NA,NA,1050000,1050000,1045000,1035000,1050000,1050000,1050000,1040000,8370000
21160,NA,NA,NA,NA,NA,10000,5000,5000,5000,5000,NA,30000
21162,NA,NA,NA,70000,85000,85000,85000,85000,85000,85000,85000,665000
21163,NA,NA,NA,NA,260000,280000,270000,270000,270000,270000,280000,1900000
21164,NA,NA,NA,490000,505000,505000,515000,505000,505000,505000,500000,4030000
21166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000
21167,1370000,1370000,1355000,1380000,1380000,1365000,1365000,1365000,1365000,1365000,1365000,15045000
21170,NA,NA,NA,1630000,2960000,3015000,2985000,2985000,2985000,2985000,2980000,22525000
21172,1860000,1860000,1825000,1995000,1980000,1975000,1975000,1995000,1995000,1990000,1970000,21420000
21173,5000,5000,5000,5000,10000,5000,5000,5000,5000,NA,5000,55000
21174,15000,15000,45000,65000,190000,60000,60000,60000,60000,60000,120000,750000
21175,NA,NA,NA,175000,205000,205000,205000,205000,205000,205000,205000,1610000
21178,NA,NA,NA,380000,600000,760000,810000,815000,815000,815000,845000,5840000
21180,NA,NA,NA,775000,980000,985000,980000,995000,995000,995000,970000,7675000
21181,NA,NA,NA,NA,140000,150000,140000,145000,145000,145000,150000,1015000
21183,NA,NA,NA,330000,460000,680000,605000,615000,615000,615000,605000,4525000
21184,20000,20000,20000,20000,45000,20000,20000,20000,20000,20000,35000,260000
21186,970000,970000,945000,1010000,1025000,1000000,995000,1005000,1005000,1005000,1025000,10955000
21187,NA,NA,NA,460000,590000,950000,825000,825000,825000,825000,815000,6115000
21188,NA,NA,NA,685000,830000,830000,825000,825000,825000,825000,825000,6470000
21192,765000,765000,755000,775000,760000,735000,735000,750000,750000,745000,760000,8295000
21194,180000,180000,360000,1665000,2165000,1670000,1670000,1680000,1680000,1655000,1960000,14865000
21197,NA,NA,NA,2160000,2445000,2515000,2455000,2460000,2460000,2440000,2380000,19315000
21199,980000,980000,985000,1000000,1045000,980000,980000,1000000,1000000,995000,1040000,10985000
21200,495000,495000,495000,495000,475000,490000,490000,490000,490000,490000,475000,5380000
21202,830000,830000,820000,920000,870000,875000,875000,880000,880000,875000,840000,9495000
21204,245000,245000,245000,260000,245000,260000,255000,255000,255000,250000,245000,2760000
21207,1845000,1835000,1800000,1940000,2050000,1955000,1950000,1950000,1950000,1910000,1995000,21180000
21208,NA,NA,NA,465000,995000,1045000,1015000,1015000,1015000,1005000,1005000,7560000
21210,265000,265000,250000,260000,290000,255000,255000,255000,255000,250000,295000,2895000
21211,205000,205000,205000,205000,180000,195000,195000,195000,195000,190000,180000,2150000
21212,3430000,3430000,3385000,3495000,3405000,3490000,3490000,3495000,3495000,3485000,3415000,38015000
21213,NA,NA,NA,1760000,1775000,1820000,1790000,1790000,1790000,1785000,1725000,14235000
21216,410000,410000,400000,410000,395000,395000,395000,400000,400000,390000,375000,4380000
23002,5875000,5835000,5805000,7420000,12825000,12960000,12880000,12870000,12870000,12830000,12785000,114955000
23004,4900000,4865000,4865000,7195000,10050000,10075000,9950000,9900000,9900000,9760000,9660000,91120000
23005,NA,NA,NA,NA,20000,NA,NA,NA,NA,NA,30000,50000
23006,4920000,4900000,4885000,9870000,9980000,9970000,9960000,9785000,9785000,9880000,9835000,93770000
23007,4770000,4715000,4680000,4800000,5290000,6600000,5940000,5875000,5875000,5790000,5760000,60095000
23008,NA,NA,NA,NA,30000,NA,NA,NA,NA,NA,40000,70000
23009,NA,NA,NA,1180000,1985000,2015000,1995000,1990000,1990000,1985000,1985000,15125000
23010,3965000,3955000,3865000,6565000,9070000,9045000,9025000,8985000,8985000,8955000,8930000,81345000
24001,NA,NA,NA,25000,40000,50000,45000,45000,45000,45000,135000,430000
24003,NA,NA,NA,530000,1505000,2560000,4610000,3560000,3560000,4445000,3965000,24735000
24012,NA,NA,NA,940000,1445000,2605000,2020000,2010000,2010000,1995000,2005000,15030000
24013,NA,NA,NA,4165000,5480000,11305000,9130000,9315000,9315000,9205000,9010000,66925000
24014,NA,NA,NA,1710000,2120000,3250000,2880000,2890000,2890000,2850000,2845000,21435000
24016,NA,NA,NA,1950000,3020000,4800000,3930000,3920000,3920000,3855000,4425000,29820000
